"ID","Description","ONTOLOGY","Count","p.adjust","geneID"
"GO:1904724","tertiary granule lumen","CC",2,0.20760992957901,"O75874/P16035"
"GO:0048588","developmental cell growth","BP",4,0.20760992957901,"A0A024R412/O15075/P05556/Q07954"
"GO:0004386","helicase activity","MF",3,0.20760992957901,"P25205/P33992/Q2NKX8"
"GO:0001678","cellular glucose homeostasis","BP",3,0.20760992957901,"P48506/P55809/Q07954"
"GO:1903362","regulation of cellular protein catabolic process","BP",4,0.20760992957901,"P26038/P48506/Q03135/Q07954"
"GO:0032722","positive regulation of chemokine production","BP",2,0.20760992957901,"P19525/Q07954"
"GO:0002265","astrocyte activation involved in immune response","BP",1,0.20760992957901,"Q07954"
"GO:0005113","patched binding","MF",1,0.20760992957901,"Q03135"
"GO:0021649","vestibulocochlear nerve structural organization","BP",1,0.20760992957901,"A0A024R412"
"GO:0032050","clathrin heavy chain binding","MF",1,0.20760992957901,"Q07954"
"GO:0032534","regulation of microvillus assembly","BP",1,0.20760992957901,"O00592"
"GO:0032825","positive regulation of natural killer cell differentiation","BP",1,0.20760992957901,"P30530"
"GO:0035529","NADH pyrophosphatase activity","MF",1,0.20760992957901,"O95671"
"GO:0036021","endolysosome lumen","CC",1,0.20760992957901,"P07711"
"GO:0044352","pinosome","CC",1,0.20760992957901,"P50281"
"GO:0044354","macropinosome","CC",1,0.20760992957901,"P50281"
"GO:0046487","glyoxylate metabolic process","BP",1,0.20760992957901,"O75874"
"GO:0052564","response to immune response of other organism involved in symbiotic interaction","BP",1,0.20760992957901,"P19525"
"GO:0052572","response to host immune response","BP",1,0.20760992957901,"P19525"
"GO:0060353","regulation of cell adhesion molecule production","BP",1,0.20760992957901,"Q03135"
"GO:0061552","ganglion morphogenesis","BP",1,0.20760992957901,"A0A024R412"
"GO:0070836","caveola assembly","BP",1,0.20760992957901,"Q03135"
"GO:1903596","regulation of gap junction assembly","BP",1,0.20760992957901,"Q03135"
"GO:1904835","dorsal root ganglion morphogenesis","BP",1,0.20760992957901,"A0A024R412"
"GO:2000489","regulation of hepatic stellate cell activation","BP",1,0.20760992957901,"P48506"
"GO:0016358","dendrite development","BP",4,0.20760992957901,"O15075/P05556/P39880/Q9Y4F1"
"GO:0035384","thioester biosynthetic process","BP",2,0.20760992957901,"P10515/Q53GQ0"
"GO:0071616","acyl-CoA biosynthetic process","BP",2,0.20760992957901,"P10515/Q53GQ0"
"GO:0060560","developmental growth involved in morphogenesis","BP",4,0.20760992957901,"A0A024R412/O15075/P05556/Q07954"
"GO:0007595","lactation","BP",2,0.20760992957901,"P17302/Q03135"
"GO:0035904","aorta development","BP",2,0.20760992957901,"Q07954/Q9ULT8"
"GO:0072659","protein localization to plasma membrane","BP",4,0.20760992957901,"P05556/P17931/P50281/Q07954"
"GO:0034113","heterotypic cell-cell adhesion","BP",2,0.20760992957901,"P05556/P08648"
"GO:0071322","cellular response to carbohydrate stimulus","BP",3,0.20760992957901,"P48506/P55809/Q07954"
"GO:0004032","alditol:NADP+ 1-oxidoreductase activity","MF",1,0.20760992957901,"Q04828"
"GO:0006578","amino-acid betaine biosynthetic process","BP",1,0.20760992957901,"P49189"
"GO:0016615","malate dehydrogenase activity","MF",1,0.20760992957901,"P40926"
"GO:0021824","cerebral cortex tangential migration using cell-axon interactions","BP",1,0.20760992957901,"A0A024R412"
"GO:0021828","gonadotrophin-releasing hormone neuronal migration to the hypothalamus","BP",1,0.20760992957901,"A0A024R412"
"GO:0021856","hypothalamic tangential migration using cell-axon interactions","BP",1,0.20760992957901,"A0A024R412"
"GO:0035748","myelin sheath abaxonal region","CC",1,0.20760992957901,"P05556"
"GO:0045180","basal cortex","CC",1,0.20760992957901,"Q7Z460"
"GO:0045254","pyruvate dehydrogenase complex","CC",1,0.20760992957901,"P10515"
"GO:0048677","axon extension involved in regeneration","BP",1,0.20760992957901,"Q07954"
"GO:0048682","sprouting of injured axon","BP",1,0.20760992957901,"Q07954"
"GO:0050786","RAGE receptor binding","MF",1,0.20760992957901,"P26447"
"GO:0050882","voluntary musculoskeletal movement","BP",1,0.20760992957901,"Q14643"
"GO:0060696","regulation of phospholipid catabolic process","BP",1,0.20760992957901,"O75874"
"GO:0097374","sensory neuron axon guidance","BP",1,0.20760992957901,"A0A024R412"
"GO:0110011","regulation of basement membrane organization","BP",1,0.20760992957901,"Q7Z460"
"GO:0150093","amyloid-beta clearance by transcytosis","BP",1,0.20760992957901,"Q07954"
"GO:1900223","positive regulation of amyloid-beta clearance","BP",1,0.20760992957901,"Q07954"
"GO:1903375","facioacoustic ganglion development","BP",1,0.20760992957901,"A0A024R412"
"GO:1904259","regulation of basement membrane assembly involved in embryonic body morphogenesis","BP",1,0.20760992957901,"Q7Z460"
"GO:1904261","positive regulation of basement membrane assembly involved in embryonic body morphogenesis","BP",1,0.20760992957901,"Q7Z460"
"GO:2001197","basement membrane assembly involved in embryonic body morphogenesis","BP",1,0.20760992957901,"Q7Z460"
"GO:0046651","lymphocyte proliferation","BP",4,0.20760992957901,"P17302/P17931/P20839/P26038"
"GO:0032943","mononuclear cell proliferation","BP",4,0.20760992957901,"P17302/P17931/P20839/P26038"
"GO:0042133","neurotransmitter metabolic process","BP",3,0.20760992957901,"P49189/P51649/Q03135"
"GO:0019888","protein phosphatase regulator activity","MF",2,0.20760992957901,"P17931/P19525"
"GO:0004713","protein tyrosine kinase activity","MF",3,0.20760992957901,"A0A024R412/P19525/P30530"
"GO:0010812","negative regulation of cell-substrate adhesion","BP",2,0.20760992957901,"P50281/Q07954"
"GO:0061178","regulation of insulin secretion involved in cellular response to glucose stimulus","BP",2,0.20760992957901,"P55809/Q07954"
"GO:1901568","fatty acid derivative metabolic process","BP",3,0.20760992957901,"P47712/P55809/Q53GQ0"
"GO:0030500","regulation of bone mineralization","BP",2,0.20760992957901,"P05161/P17302"
"GO:0086065","cell communication involved in cardiac conduction","BP",2,0.20760992957901,"P17302/Q03135"
"GO:0003688","DNA replication origin binding","MF",1,0.20760992957901,"P33992"
"GO:0006107","oxaloacetate metabolic process","BP",1,0.20760992957901,"P40926"
"GO:0019852","L-ascorbic acid metabolic process","BP",1,0.20760992957901,"P48506"
"GO:0021855","hypothalamus cell migration","BP",1,0.20760992957901,"A0A024R412"
"GO:0021932","hindbrain radial glia guided cell migration","BP",1,0.20760992957901,"P05556"
"GO:0031088","platelet dense granule membrane","CC",1,0.20760992957901,"Q14643"
"GO:0035989","tendon development","BP",1,0.20760992957901,"P20908"
"GO:0044854","plasma membrane raft assembly","BP",1,0.20760992957901,"Q03135"
"GO:0048672","positive regulation of collateral sprouting","BP",1,0.20760992957901,"Q07954"
"GO:0150094","amyloid-beta clearance by cellular catabolic process","BP",1,0.20760992957901,"Q07954"
"GO:1902965","regulation of protein localization to early endosome","BP",1,0.20760992957901,"P26038"
"GO:1902966","positive regulation of protein localization to early endosome","BP",1,0.20760992957901,"P26038"
"GO:1903224","regulation of endodermal cell differentiation","BP",1,0.20760992957901,"P20908"
"GO:2000542","negative regulation of gastrulation","BP",1,0.20760992957901,"P20908"
"GO:0033293","monocarboxylic acid binding","MF",2,0.20760992957901,"P07602/Q04828"
"GO:0071236","cellular response to antibiotic","BP",3,0.20760992957901,"P07602/P30530/P47712"
"GO:0035580","specific granule lumen","CC",2,0.20760992957901,"P16035/Q9BS26"
"GO:0003018","vascular process in circulatory system","BP",3,0.20760992957901,"P17302/P48506/Q03135"
"GO:0043524","negative regulation of neuron apoptotic process","BP",3,0.20760992957901,"P30530/P48506/Q07954"
"GO:0007162","negative regulation of cell adhesion","BP",4,0.20760992957901,"O00592/P17931/P50281/Q07954"
"GO:0030072","peptide hormone secretion","BP",4,0.20760992957901,"P17302/P55809/Q07954/Q14643"
"GO:0050662","coenzyme binding","MF",4,0.20760992957901,"O60701/O75874/P13674/P48506"
"GO:0005977","glycogen metabolic process","BP",2,0.20760992957901,"P11216/P13807"
"GO:0060402","calcium ion transport into cytosol","BP",3,0.20760992957901,"Q03135/Q14643/Q96HE7"
"GO:0003057","regulation of the force of heart contraction by chemical signal","BP",1,0.20760992957901,"Q03135"
"GO:0021886","hypothalamus gonadotrophin-releasing hormone neuron differentiation","BP",1,0.20760992957901,"A0A024R412"
"GO:0021888","hypothalamus gonadotrophin-releasing hormone neuron development","BP",1,0.20760992957901,"A0A024R412"
"GO:0030953","astral microtubule organization","BP",1,0.20760992957901,"Q7Z460"
"GO:0032052","bile acid binding","MF",1,0.20760992957901,"Q04828"
"GO:0035733","hepatic stellate cell activation","BP",1,0.20760992957901,"P48506"
"GO:0042182","ketone catabolic process","BP",1,0.20760992957901,"P55809"
"GO:0043615","astrocyte cell migration","BP",1,0.20760992957901,"P50281"
"GO:0048245","eosinophil chemotaxis","BP",1,0.20760992957901,"P17931"
"GO:0048550","negative regulation of pinocytosis","BP",1,0.20760992957901,"Q03135"
"GO:0060352","cell adhesion molecule production","BP",1,0.20760992957901,"Q03135"
"GO:0061551","trigeminal ganglion development","BP",1,0.20760992957901,"A0A024R412"
"GO:1903071","positive regulation of ER-associated ubiquitin-dependent protein catabolic process","BP",1,0.20760992957901,"Q03135"
"GO:1903613","regulation of protein tyrosine phosphatase activity","BP",1,0.20760992957901,"P17931"
"GO:1903977","positive regulation of glial cell migration","BP",1,0.20760992957901,"Q07954"
"GO:1905049","negative regulation of metallopeptidase activity","BP",1,0.20760992957901,"P16035"
"GO:0006073","cellular glucan metabolic process","BP",2,0.20760992957901,"P11216/P13807"
"GO:0044042","glucan metabolic process","BP",2,0.20760992957901,"P11216/P13807"
"GO:0048029","monosaccharide binding","MF",2,0.20760992957901,"P13674/P13807"
"GO:0010921","regulation of phosphatase activity","BP",3,0.20760992957901,"P17931/P19525/Q9Y4F1"
"GO:0005381","iron ion transmembrane transporter activity","MF",1,0.20760992957901,"Q15043"
"GO:0006600","creatine metabolic process","BP",1,0.20760992957901,"P12277"
"GO:0009448","gamma-aminobutyric acid metabolic process","BP",1,0.20760992957901,"P51649"
"GO:0019870","potassium channel inhibitor activity","MF",1,0.20760992957901,"Q03135"
"GO:0021825","substrate-dependent cerebral cortex tangential migration","BP",1,0.20760992957901,"A0A024R412"
"GO:0030002","cellular anion homeostasis","BP",1,0.20760992957901,"P12277"
"GO:0030320","cellular monovalent inorganic anion homeostasis","BP",1,0.20760992957901,"P12277"
"GO:0030638","polyketide metabolic process","BP",1,0.20760992957901,"Q04828"
"GO:0032593","insulin-responsive compartment","CC",1,0.20760992957901,"Q07954"
"GO:0032823","regulation of natural killer cell differentiation","BP",1,0.20760992957901,"P30530"
"GO:0035290","trunk segmentation","BP",1,0.20760992957901,"A0A024R412"
"GO:0035965","cardiolipin acyl-chain remodeling","BP",1,0.20760992957901,"P47712"
"GO:0036484","trunk neural crest cell migration","BP",1,0.20760992957901,"A0A024R412"
"GO:0036486","ventral trunk neural crest cell migration","BP",1,0.20760992957901,"A0A024R412"
"GO:0042824","MHC class I peptide loading complex","CC",1,0.20760992957901,"P30101"
"GO:0044597","daunorubicin metabolic process","BP",1,0.20760992957901,"Q04828"
"GO:0044598","doxorubicin metabolic process","BP",1,0.20760992957901,"Q04828"
"GO:0044860","protein localization to plasma membrane raft","BP",1,0.20760992957901,"Q03135"
"GO:0045112","integrin biosynthetic process","BP",1,0.20760992957901,"P20908"
"GO:0046477","glycosylceramide catabolic process","BP",1,0.20760992957901,"P07602"
"GO:0047429","nucleoside-triphosphate diphosphatase activity","MF",1,0.20760992957901,"O95671"
"GO:0052173","response to defenses of other organism involved in symbiotic interaction","BP",1,0.20760992957901,"P19525"
"GO:0052200","response to host defenses","BP",1,0.20760992957901,"P19525"
"GO:0075136","response to host","BP",1,0.20760992957901,"P19525"
"GO:0097490","sympathetic neuron projection extension","BP",1,0.20760992957901,"A0A024R412"
"GO:0097491","sympathetic neuron projection guidance","BP",1,0.20760992957901,"A0A024R412"
"GO:1902285","semaphorin-plexin signaling pathway involved in neuron projection guidance","BP",1,0.20760992957901,"A0A024R412"
"GO:1905165","regulation of lysosomal protein catabolic process","BP",1,0.20760992957901,"Q07954"
"GO:0045806","negative regulation of endocytosis","BP",2,0.20760992957901,"P17931/Q03135"
"GO:0005766","primary lysosome","CC",3,0.20760992957901,"P07602/P11216/P20839"
"GO:0008201","heparin binding","MF",3,0.20760992957901,"A0A024R412/P20908/Q53GQ0"
"GO:0042582","azurophil granule","CC",3,0.20760992957901,"P07602/P11216/P20839"
"GO:0014823","response to activity","BP",2,0.20760992957901,"P48506/P55809"
"GO:0086002","cardiac muscle cell action potential involved in contraction","BP",2,0.20760992957901,"P17302/Q03135"
"GO:0061337","cardiac conduction","BP",3,0.20760992957901,"P17302/Q03135/Q14643"
"GO:0034332","adherens junction organization","BP",3,0.20760992957901,"P50281/Q07954/Q7Z460"
"GO:0043901","negative regulation of multi-organism process","BP",3,0.20760992957901,"C9J6P4/P05161/P19525"
"GO:0035773","insulin secretion involved in cellular response to glucose stimulus","BP",2,0.20760992957901,"P55809/Q07954"
"GO:0005201","extracellular matrix structural constituent","MF",3,0.20760992957901,"O43854/P12111/P20908"
"GO:0030048","actin filament-based movement","BP",3,0.20760992957901,"A0A0A0MRM8/P17302/Q03135"
"GO:0006105","succinate metabolic process","BP",1,0.20760992957901,"P51649"
"GO:0008354","germ cell migration","BP",1,0.20760992957901,"P05556"
"GO:0033018","sarcoplasmic reticulum lumen","CC",1,0.20760992957901,"O43852"
"GO:0035251","UDP-glucosyltransferase activity","MF",1,0.20760992957901,"P13807"
"GO:0035627","ceramide transport","BP",1,0.20760992957901,"P07602"
"GO:0035926","chemokine (C-C motif) ligand 2 secretion","BP",1,0.20760992957901,"Q07954"
"GO:0043208","glycosphingolipid binding","MF",1,0.20760992957901,"P07602"
"GO:0044857","plasma membrane raft organization","BP",1,0.20760992957901,"Q03135"
"GO:0060373","regulation of ventricular cardiac muscle cell membrane depolarization","BP",1,0.20760992957901,"P17302"
"GO:0070486","leukocyte aggregation","BP",1,0.20760992957901,"P26038"
"GO:0071577","zinc ion transmembrane transport","BP",1,0.20760992957901,"Q15043"
"GO:0097001","ceramide binding","MF",1,0.20760992957901,"P07602"
"GO:1903069","regulation of ER-associated ubiquitin-dependent protein catabolic process","BP",1,0.20760992957901,"Q03135"
"GO:1903367","positive regulation of fear response","BP",1,0.20760992957901,"P17302"
"GO:1905668","positive regulation of protein localization to endosome","BP",1,0.20760992957901,"P26038"
"GO:2000669","negative regulation of dendritic cell apoptotic process","BP",1,0.20760992957901,"P30530"
"GO:2000987","positive regulation of behavioral fear response","BP",1,0.20760992957901,"P17302"
"GO:2001188","regulation of T cell activation via T cell receptor contact with antigen bound to MHC molecule on antigen presenting cell","BP",1,0.20760992957901,"P17931"
"GO:0061045","negative regulation of wound healing","BP",2,0.20760992957901,"P17302/Q7Z460"
"GO:0006986","response to unfolded protein","BP",3,0.208249394516573,"P19525/Q96HE7/Q9BS26"
"GO:1901264","carbohydrate derivative transport","BP",2,0.208354594433943,"P07602/P17302"
"GO:0060401","cytosolic calcium ion transport","BP",3,0.208354594433943,"Q03135/Q14643/Q96HE7"
"GO:0005811","lipid droplet","CC",2,0.208354594433943,"P47712/Q03135"
"GO:0019208","phosphatase regulator activity","MF",2,0.208354594433943,"P17931/P19525"
"GO:0002116","semaphorin receptor complex","CC",1,0.208354594433943,"A0A024R412"
"GO:0004029","aldehyde dehydrogenase (NAD) activity","MF",1,0.208354594433943,"P49189"
"GO:0021648","vestibulocochlear nerve morphogenesis","BP",1,0.208354594433943,"A0A024R412"
"GO:0022417","protein maturation by protein folding","BP",1,0.208354594433943,"Q96HE7"
"GO:0035457","cellular response to interferon-alpha","BP",1,0.208354594433943,"P30530"
"GO:0036056","filtration diaphragm","CC",1,0.208354594433943,"O00592"
"GO:0036057","slit diaphragm","CC",1,0.208354594433943,"O00592"
"GO:0045762","positive regulation of adenylate cyclase activity","BP",1,0.208354594433943,"P16035"
"GO:0048680","positive regulation of axon regeneration","BP",1,0.208354594433943,"Q07954"
"GO:0060371","regulation of atrial cardiac muscle cell membrane depolarization","BP",1,0.208354594433943,"P17302"
"GO:0061550","cranial ganglion development","BP",1,0.208354594433943,"A0A024R412"
"GO:0070831","basement membrane assembly","BP",1,0.208354594433943,"Q7Z460"
"GO:0072537","fibroblast activation","BP",1,0.208354594433943,"P48506"
"GO:0072608","interleukin-10 secretion","BP",1,0.208354594433943,"P05161"
"GO:0090091","positive regulation of extracellular matrix disassembly","BP",1,0.208354594433943,"Q7Z460"
